Date,rain,snow,accum,temp,humidity,cloud,app_temperature
2012-12-15 08:00:00,0.0,0.0,0.0,5.95,0.89,0.08,5.95
2012-12-15 09:00:00,0.0,0.0,0.0,5.66,0.92,0.09,5.66
2012-12-15 10:00:00,0.0,0.0,0.0,5.46,0.91,0.09,5.46
2012-12-15 11:00:00,0.0,0.0,0.0,4.82,0.92,0.06,4.82
2012-12-15 12:00:00,0.0,0.0,0.0,4.61,0.93,0.03,4.61
2012-12-15 13:00:00,0.0,0.0,0.0,4.43,0.93,0.03,3.42
2012-12-15 14:00:00,0.0,0.0,0.0,4.14,0.93,0.06,4.14
2012-12-15 15:00:00,0.0,0.0,0.0,3.64,0.94,0.43,1.07
2012-12-15 16:00:00,0.0,0.0,0.0,4.24,0.92,0.54,4.24
2012-12-15 17:00:00,0.0,0.0,0.0,6.02,0.85,0.89,5.19
2012-12-15 18:00:00,0.0,0.0,0.0,7.26,0.82,0.82,5.12
2012-12-15 19:00:00,0.0,0.0,0.0,8.51,0.77,0.7,6.47
2012-12-15 20:00:00,0.0,0.0,0.0,9.02,0.77,0.88,7.06
2012-12-15 21:00:00,0.066,0.0,0.0,9.49,0.74,1.0,7.84
2012-12-15 22:00:00,0.9068,0.0,0.0,8.63,0.86,0.99,6.78
2012-12-15 23:00:00,1.3132,0.0,0.0,8.53,0.9,0.97,6.37
2012-12-16 00:00:00,0.5385,0.0,0.0,8.72,0.9,1.0,6.47
2012-12-16 01:00:00,0.4445,0.0,0.0,8.16,0.92,1.0,5.66
2012-12-16 02:00:00,0.1092,0.0,0.0,8.38,0.89,1.0,6.08
2012-12-16 03:00:00,0.0203,0.0,0.0,8.52,0.86,0.99,6.11
2012-12-16 04:00:00,0.0,0.0,0.0,8.61,0.81,1.0,6.17
2012-12-16 05:00:00,0.0,0.0,0.0,8.84,0.79,1.0,6.56
2012-12-16 06:00:00,0.0,0.0,0.0,8.88,0.77,1.0,7.32
2012-12-16 07:00:00,0.0,0.0,0.0,8.92,0.78,1.0,8.2
2012-12-16 08:00:00,0.0,0.0,0.0,8.87,0.81,1.0,8.47
2012-12-16 09:00:00,0.0,0.0,0.0,8.49,0.84,1.0,7.82
2012-12-16 10:00:00,0.0,0.0,0.0,8.51,0.83,0.94,7.72
2012-12-16 11:00:00,0.0,0.0,0.0,8.37,0.82,0.94,7.52
2012-12-16 12:00:00,0.0,0.0,0.0,8.58,0.84,1.0,8.58
2012-12-16 13:00:00,0.0,0.0,0.0,8.42,0.83,1.0,8.42
2012-12-16 14:00:00,0.0,0.0,0.0,8.42,0.88,1.0,8.42
2012-12-16 15:00:00,0.0,0.0,0.0,8.16,0.92,0.95,8.16
2012-12-16 16:00:00,0.0,0.0,0.0,8.07,0.93,0.75,8.07
2012-12-16 17:00:00,0.0,0.0,0.0,9.44,0.84,0.67,9.44
2012-12-16 18:00:00,0.0,0.0,0.0,10.22,0.8,0.84,10.22
2012-12-16 19:00:00,0.0,0.0,0.0,11.37,0.75,0.81,11.37
2012-12-16 20:00:00,0.0,0.0,0.0,12.44,0.73,0.87,12.44
2012-12-16 21:00:00,0.0,0.0,0.0,12.97,0.72,1.0,12.97
2012-12-16 22:00:00,0.0,0.0,0.0,12.93,0.77,1.0,12.93
2012-12-16 23:00:00,0.0,0.0,0.0,13.27,0.73,1.0,13.27
2012-12-17 00:00:00,0.0,0.0,0.0,13.36,0.76,1.0,13.36
2012-12-17 01:00:00,0.0,0.0,0.0,13.53,0.77,1.0,13.53
2012-12-17 02:00:00,0.0254,0.0,0.0,13.33,0.79,0.98,13.33
2012-12-17 03:00:00,0.061,0.0,0.0,13.48,0.8,0.99,13.48
2012-12-17 04:00:00,0.0711,0.0,0.0,13.51,0.82,1.0,13.51
2012-12-17 05:00:00,0.0,0.0,0.0,13.61,0.82,1.0,13.61
2012-12-17 06:00:00,0.0,0.0,0.0,13.52,0.81,0.98,13.52
2012-12-17 07:00:00,0.0,0.0,0.0,13.26,0.79,0.9,13.26
2012-12-17 08:00:00,0.0,0.0,0.0,13.32,0.79,1.0,13.32
2012-12-17 09:00:00,0.0533,0.0,0.0,13.22,0.77,1.0,13.22
2012-12-17 10:00:00,0.1397,0.0,0.0,12.98,0.82,0.94,12.98
2012-12-17 11:00:00,0.2413,0.0,0.0,12.93,0.84,0.97,12.93
2012-12-17 12:00:00,0.188,0.0,0.0,12.59,0.89,0.97,12.59
2012-12-17 13:00:00,0.1753,0.0,0.0,12.54,0.88,1.0,12.54
2012-12-17 14:00:00,0.2642,0.0,0.0,12.33,0.9,1.0,12.33
2012-12-17 15:00:00,0.3683,0.0,0.0,12.41,0.93,1.0,12.41
2012-12-17 16:00:00,0.5461,0.0,0.0,12.66,0.94,1.0,12.66
2012-12-17 17:00:00,0.6706,0.0,0.0,12.62,0.94,1.0,12.62
2012-12-17 18:00:00,0.3683,0.0,0.0,12.46,0.95,0.99,12.46
2012-12-17 19:00:00,0.0864,0.0,0.0,13.09,0.91,0.99,13.09
2012-12-17 20:00:00,0.0406,0.0,0.0,14.01,0.81,0.99,14.01
2012-12-17 21:00:00,0.0406,0.0,0.0,13.88,0.82,1.0,13.88
2012-12-17 22:00:00,0.0356,0.0,0.0,13.88,0.84,0.97,13.88
2012-12-17 23:00:00,0.0,0.0,0.0,13.15,0.86,0.92,13.15
2012-12-18 00:00:00,0.0,0.0,0.0,13.4,0.78,0.93,13.4
2012-12-18 01:00:00,0.0,0.0,0.0,12.68,0.79,0.84,12.68
2012-12-18 02:00:00,0.0,0.0,0.0,12.41,0.77,0.79,12.41
2012-12-18 03:00:00,0.0,0.0,0.0,11.97,0.72,0.79,11.97
2012-12-18 04:00:00,0.0,0.0,0.0,11.13,0.75,0.65,11.13
2012-12-18 05:00:00,0.0,0.0,0.0,10.51,0.76,0.58,10.51
2012-12-18 06:00:00,0.0,0.0,0.0,10.11,0.75,0.19,10.11
2012-12-18 07:00:00,0.0,0.0,0.0,9.8,0.75,0.06,8.42
2012-12-18 08:00:00,0.0,0.0,0.0,9.21,0.74,0.12,7.63
2012-12-18 09:00:00,0.0,0.0,0.0,8.82,0.73,0.22,7.74
2012-12-18 10:00:00,0.0,0.0,0.0,8.41,0.73,0.11,7.56
2012-12-18 11:00:00,0.0,0.0,0.0,8.21,0.71,0.76,6.64
2012-12-18 12:00:00,0.0,0.0,0.0,7.95,0.67,0.42,6.08
2012-12-18 13:00:00,0.0,0.0,0.0,7.67,0.64,0.16,6.27
2012-12-18 14:00:00,0.0,0.0,0.0,6.94,0.65,0.0,4.61
2012-12-18 15:00:00,0.0,0.0,0.0,6.59,0.66,0.16,4.23
2012-12-18 16:00:00,0.0,0.0,0.0,6.11,0.69,0.03,4.04
2012-12-18 17:00:00,0.0,0.0,0.0,7.9,0.6,0.03,6.2
2012-12-18 18:00:00,0.0,0.0,0.0,9.32,0.6,0.04,7.46
2012-12-18 19:00:00,0.0,0.0,0.0,10.44,0.54,0.2,10.44
2012-12-18 20:00:00,0.0,0.0,0.0,11.17,0.5,0.28,11.17
2012-12-18 21:00:00,0.0,0.0,0.0,11.32,0.46,0.25,11.32
2012-12-18 22:00:00,0.0,0.0,0.0,11.3,0.48,0.25,11.3
2012-12-18 23:00:00,0.0,0.0,0.0,11.31,0.47,0.25,11.31
2012-12-19 00:00:00,0.0,0.0,0.0,10.68,0.49,0.22,10.68
2012-12-19 01:00:00,0.0,0.0,0.0,9.63,0.57,0.2,6.54
2012-12-19 02:00:00,0.0,0.0,0.0,9.08,0.6,0.2,6.33
2012-12-19 03:00:00,0.0,0.0,0.0,8.62,0.6,0.04,5.82
2012-12-19 04:00:00,0.0,0.0,0.0,7.99,0.61,0.03,5.31
2012-12-19 05:00:00,0.0,0.0,0.0,7.58,0.6,0.0,5.08
2012-12-19 06:00:00,0.0,0.0,0.0,7.32,0.57,0.0,4.97
2012-12-19 07:00:00,0.0,0.0,0.0,6.71,0.61,0.03,4.16
2012-12-19 08:00:00,0.0,0.0,0.0,5.78,0.66,0.03,4.18
2012-12-19 09:00:00,0.0,0.0,0.0,5.46,0.65,0.0,5.46
2012-12-19 10:00:00,0.0,0.0,0.0,4.13,0.75,0.0,4.13
2012-12-19 11:00:00,0.0,0.0,0.0,3.52,0.74,0.0,3.52
2012-12-19 12:00:00,0.0,0.0,0.0,2.99,0.77,0.0,2.99
2012-12-19 13:00:00,0.0,0.0,0.0,2.16,0.79,0.0,2.16
2012-12-19 14:00:00,0.0,0.0,0.0,2.13,0.81,0.0,2.13
2012-12-19 15:00:00,0.0,0.0,0.0,1.07,0.86,0.0,1.07
2012-12-19 16:00:00,0.0,0.0,0.0,1.83,0.85,0.07,1.83
2012-12-19 17:00:00,0.0,0.0,0.0,4.67,0.73,0.03,3.11
2012-12-19 18:00:00,0.0,0.0,0.0,6.87,0.64,0.1,5.66
2012-12-19 19:00:00,0.0,0.0,0.0,8.12,0.53,0.12,8.12
2012-12-19 20:00:00,0.0,0.0,0.0,9.06,0.54,0.19,9.06
2012-12-19 21:00:00,0.0,0.0,0.0,9.81,0.44,0.19,9.81
2012-12-19 22:00:00,0.0,0.0,0.0,10.62,0.36,0.19,10.62
2012-12-19 23:00:00,0.0,0.0,0.0,10.96,0.35,0.07,10.96
2012-12-20 00:00:00,0.0,0.0,0.0,11.29,0.3,0.07,11.29
2012-12-20 01:00:00,0.0,0.0,0.0,9.65,0.4,0.08,9.65
2012-12-20 02:00:00,0.0,0.0,0.0,7.97,0.49,0.01,7.97
2012-12-20 03:00:00,0.0,0.0,0.0,6.27,0.58,0.0,5.08
2012-12-20 04:00:00,0.0,0.0,0.0,6.03,0.63,0.03,4.94
2012-12-20 05:00:00,0.0,0.0,0.0,5.12,0.69,0.0,5.12
2012-12-20 06:00:00,0.0,0.0,0.0,5.22,0.67,0.0,4.17
2012-12-20 07:00:00,0.0,0.0,0.0,4.79,0.67,0.0,2.46
2012-12-20 08:00:00,0.0,0.0,0.0,4.51,0.66,0.03,3.19
2012-12-20 09:00:00,0.0,0.0,0.0,4.43,0.65,0.0,4.43
2012-12-20 10:00:00,0.0,0.0,0.0,3.78,0.66,0.0,2.67
2012-12-20 11:00:00,0.0,0.0,0.0,4.16,0.66,0.0,2.05
2012-12-20 12:00:00,0.0,0.0,0.0,4.41,0.66,0.0,3.03
2012-12-20 13:00:00,0.0,0.0,0.0,4.07,0.67,0.11,2.5
2012-12-20 14:00:00,0.0,0.0,0.0,3.86,0.69,0.06,2.28
2012-12-20 15:00:00,0.0,0.0,0.0,4.18,0.64,0.2,1.5
2012-12-20 16:00:00,0.0,0.0,0.0,5.17,0.61,0.23,2.58
2012-12-20 17:00:00,0.0,0.0,0.0,7.67,0.53,0.24,5.28
2012-12-20 18:00:00,0.0,0.0,0.0,9.98,0.51,0.11,7.61
2012-12-20 19:00:00,0.0,0.0,0.0,11.98,0.48,0.07,11.98
2012-12-20 20:00:00,0.0,0.0,0.0,13.36,0.46,0.21,13.36
2012-12-20 21:00:00,0.0,0.0,0.0,14.23,0.45,0.2,14.23
2012-12-20 22:00:00,0.0,0.0,0.0,14.52,0.46,0.39,14.52
2012-12-20 23:00:00,0.0,0.0,0.0,14.16,0.44,0.55,14.16
2012-12-21 00:00:00,0.0,0.0,0.0,13.87,0.5,0.58,13.87
2012-12-21 01:00:00,0.0,0.0,0.0,12.95,0.5,0.53,12.95
2012-12-21 02:00:00,0.0,0.0,0.0,12.61,0.48,0.44,12.61
2012-12-21 03:00:00,0.0,0.0,0.0,11.78,0.51,0.41,11.78
2012-12-21 04:00:00,0.0,0.0,0.0,12.03,0.52,0.46,12.03
2012-12-21 05:00:00,0.0,0.0,0.0,11.6,0.54,0.24,11.6
2012-12-21 06:00:00,0.0,0.0,0.0,11.56,0.54,0.13,11.56
2012-12-21 07:00:00,0.0,0.0,0.0,11.37,0.57,0.14,11.37
2012-12-21 08:00:00,0.0,0.0,0.0,11.35,0.6,0.18,11.35
2012-12-21 09:00:00,0.0,0.0,0.0,11.23,0.62,0.25,11.23
2012-12-21 10:00:00,0.0,0.0,0.0,11.24,0.59,0.41,11.24
2012-12-21 11:00:00,0.0,0.0,0.0,11.43,0.56,0.41,11.43
2012-12-21 12:00:00,0.0,0.0,0.0,11.42,0.55,0.53,11.42
2012-12-21 13:00:00,0.0,0.0,0.0,11.83,0.55,0.84,11.83
2012-12-21 14:00:00,0.0,0.0,0.0,11.69,0.56,0.74,11.69
2012-12-21 15:00:00,0.0,0.0,0.0,12.02,0.56,0.8,12.02
2012-12-21 16:00:00,0.0,0.0,0.0,11.83,0.54,0.81,11.83
2012-12-21 17:00:00,0.0203,0.0,0.0,12.44,0.54,0.79,12.44
2012-12-21 18:00:00,0.0787,0.0,0.0,12.87,0.54,0.99,12.87
2012-12-21 19:00:00,0.5131,0.0,0.0,11.28,0.72,1.0,11.28
2012-12-21 20:00:00,0.3632,0.0,0.0,11.82,0.72,1.0,11.82
2012-12-21 21:00:00,0.061,0.0,0.0,12.29,0.75,0.88,12.29
2012-12-21 22:00:00,0.0914,0.0,0.0,13.04,0.74,0.86,13.04
2012-12-21 23:00:00,0.0432,0.0,0.0,13.73,0.73,0.86,13.73
2012-12-22 00:00:00,0.0584,0.0,0.0,13.48,0.77,0.94,13.48
2012-12-22 01:00:00,0.2337,0.0,0.0,12.77,0.81,1.0,12.77
2012-12-22 02:00:00,0.1372,0.0,0.0,12.63,0.85,0.95,12.63
2012-12-22 03:00:00,0.1295,0.0,0.0,12.6,0.83,0.96,12.6
2012-12-22 04:00:00,0.0864,0.0,0.0,12.59,0.85,0.9,12.59
2012-12-22 05:00:00,0.127,0.0,0.0,12.66,0.84,0.9,12.66
2012-12-22 06:00:00,0.2565,0.0,0.0,12.45,0.8,1.0,12.45
2012-12-22 07:00:00,0.1499,0.0,0.0,12.26,0.79,0.96,12.26
2012-12-22 08:00:00,0.1321,0.0,0.0,12.32,0.78,0.82,12.32
2012-12-22 09:00:00,0.0254,0.0,0.0,12.65,0.77,0.73,12.65
2012-12-22 10:00:00,0.0686,0.0,0.0,12.69,0.78,0.81,12.69
2012-12-22 11:00:00,0.0,0.0,0.0,12.88,0.77,0.87,12.88
2012-12-22 12:00:00,0.287,0.0,0.0,13.06,0.78,0.96,13.06
2012-12-22 13:00:00,0.9169,0.0,0.0,12.56,0.84,1.0,12.56
2012-12-22 14:00:00,2.9845,0.0,0.0,11.82,0.85,0.98,11.82
2012-12-22 15:00:00,2.6543,0.0,0.0,11.49,0.85,1.0,11.49
2012-12-22 16:00:00,0.6883,0.0,0.0,10.57,0.89,1.0,10.57
2012-12-22 17:00:00,0.5207,0.0,0.0,10.56,0.9,0.99,10.56
2012-12-22 18:00:00,0.0838,0.0,0.0,11.03,0.9,0.91,11.03
2012-12-22 19:00:00,0.4547,0.0,0.0,11.52,0.86,0.93,11.52
2012-12-22 20:00:00,0.1219,0.0,0.0,12.89,0.82,0.83,12.89
2012-12-22 21:00:00,0.0,0.0,0.0,13.84,0.7,0.73,13.84
2012-12-22 22:00:00,0.0,0.0,0.0,14.5,0.64,0.79,14.5
2012-12-22 23:00:00,0.8585,0.0,0.0,13.96,0.67,0.78,13.96
2012-12-23 00:00:00,1.6129,0.0,0.0,13.58,0.67,0.71,13.58
2012-12-23 01:00:00,0.3175,0.0,0.0,12.71,0.72,0.78,12.71
2012-12-23 02:00:00,0.0,0.0,0.0,12.31,0.75,0.73,12.31
2012-12-23 03:00:00,0.0,0.0,0.0,12.34,0.74,0.76,12.34
2012-12-23 04:00:00,0.0,0.0,0.0,12.19,0.75,0.69,12.19
2012-12-23 05:00:00,0.0,0.0,0.0,11.96,0.76,0.81,11.96
2012-12-23 06:00:00,0.3404,0.0,0.0,11.24,0.84,0.89,11.24
2012-12-23 07:00:00,0.0406,0.0,0.0,10.82,0.88,0.82,10.82
2012-12-23 08:00:00,0.0559,0.0,0.0,11.04,0.83,0.8,11.04
2012-12-23 09:00:00,0.0,0.0,0.0,11.04,0.82,0.32,11.04
2012-12-23 10:00:00,0.0,0.0,0.0,11.34,0.8,0.36,11.34
2012-12-23 11:00:00,0.0,0.0,0.0,11.06,0.82,0.46,11.06
2012-12-23 12:00:00,0.0203,0.0,0.0,11.02,0.81,0.96,11.02
2012-12-23 13:00:00,0.2184,0.0,0.0,11.04,0.8,1.0,11.04
2012-12-23 14:00:00,0.3632,0.0,0.0,11.08,0.82,0.97,11.08
2012-12-23 15:00:00,0.3683,0.0,0.0,10.97,0.82,1.0,10.97
2012-12-23 16:00:00,0.955,0.0,0.0,10.95,0.88,1.0,10.95
2012-12-23 17:00:00,0.6375,0.0,0.0,11.47,0.88,1.0,11.47
2012-12-23 18:00:00,1.2598,0.0,0.0,11.43,0.89,1.0,11.43
2012-12-23 19:00:00,1.618,0.0,0.0,11.51,0.91,1.0,11.51
2012-12-23 20:00:00,1.7602,0.0,0.0,11.74,0.92,1.0,11.74
2012-12-23 21:00:00,2.1057,0.0,0.0,11.89,0.96,1.0,11.89
2012-12-23 22:00:00,3.8278,0.0,0.0,12.24,0.93,0.99,12.24
2012-12-23 23:00:00,1.0998,0.0,0.0,12.44,0.97,1.0,12.44
2012-12-24 00:00:00,2.1869,0.0,0.0,12.42,0.96,1.0,12.42
2012-12-24 01:00:00,1.717,0.0,0.0,12.26,0.95,1.0,12.26
2012-12-24 02:00:00,1.0465,0.0,0.0,12.13,0.97,1.0,12.13
2012-12-24 03:00:00,0.0229,0.0,0.0,12.26,0.96,0.98,12.26
2012-12-24 04:00:00,0.4318,0.0,0.0,12.36,0.92,0.91,12.36
2012-12-24 05:00:00,0.0406,0.0,0.0,11.37,0.91,0.81,11.37
2012-12-24 06:00:00,0.0,0.0,0.0,10.86,0.9,0.33,10.86
2012-12-24 07:00:00,0.0,0.0,0.0,10.27,0.89,0.12,10.27
2012-12-24 08:00:00,0.0,0.0,0.0,9.68,0.9,0.1,8.77
2012-12-24 09:00:00,0.0,0.0,0.0,9.33,0.9,0.14,8.07
2012-12-24 10:00:00,0.0,0.0,0.0,8.95,0.93,0.35,8.95
2012-12-24 11:00:00,0.0254,0.0,0.0,8.4,0.93,0.37,8.4
2012-12-24 12:00:00,0.0254,0.0,0.0,7.64,0.92,0.19,7.64
2012-12-24 13:00:00,0.0254,0.0,0.0,7.52,0.94,0.47,7.52
2012-12-24 14:00:00,0.0,0.0,0.0,7.58,0.94,0.72,7.58
2012-12-24 15:00:00,0.0,0.0,0.0,7.12,0.96,0.51,6.47
2012-12-24 16:00:00,0.0,0.0,0.0,6.93,0.93,0.29,6.93
2012-12-24 17:00:00,0.0,0.0,0.0,9.03,0.88,0.21,9.03
2012-12-24 18:00:00,0.0,0.0,0.0,10.76,0.83,0.21,10.76
2012-12-24 19:00:00,0.0,0.0,0.0,11.45,0.77,0.25,11.45
2012-12-24 20:00:00,0.0,0.0,0.0,11.92,0.66,0.2,11.92
2012-12-24 21:00:00,0.0,0.0,0.0,12.39,0.65,0.2,12.39
2012-12-24 22:00:00,0.0,0.0,0.0,13.19,0.62,0.24,13.19
2012-12-24 23:00:00,0.0,0.0,0.0,12.88,0.6,0.28,12.88
2012-12-25 00:00:00,0.0,0.0,0.0,12.61,0.61,0.24,12.61
2012-12-25 01:00:00,0.0,0.0,0.0,11.47,0.64,0.49,11.47
2012-12-25 02:00:00,0.0,0.0,0.0,9.95,0.7,0.36,8.94
2012-12-25 03:00:00,0.0,0.0,0.0,9.33,0.71,0.45,9.33
2012-12-25 04:00:00,0.0,0.0,0.0,9.38,0.75,0.45,9.38
2012-12-25 05:00:00,0.0,0.0,0.0,8.98,0.76,0.35,8.98
2012-12-25 06:00:00,0.0,0.0,0.0,8.53,0.74,0.08,8.53
2012-12-25 07:00:00,0.0,0.0,0.0,7.68,0.83,0.13,7.68
2012-12-25 08:00:00,0.0,0.0,0.0,6.9,0.82,0.13,6.9
2012-12-25 09:00:00,0.0,0.0,0.0,6.62,0.84,0.09,6.62
2012-12-25 10:00:00,0.0,0.0,0.0,6.1,0.86,0.13,6.1
2012-12-25 11:00:00,0.0,0.0,0.0,6.5,0.81,0.26,6.5
2012-12-25 12:00:00,0.0,0.0,0.0,6.71,0.79,0.07,5.57
2012-12-25 13:00:00,0.0,0.0,0.0,6.67,0.81,0.1,6.67
2012-12-25 14:00:00,0.0,0.0,0.0,6.72,0.8,0.24,6.72
2012-12-25 15:00:00,0.0,0.0,0.0,6.83,0.86,0.71,6.83
2012-12-25 16:00:00,0.0,0.0,0.0,6.94,0.86,0.83,6.94
2012-12-25 17:00:00,0.1118,0.0,0.0,7.69,0.83,0.97,6.95
2012-12-25 18:00:00,0.2337,0.0,0.0,7.85,0.84,0.95,5.72
2012-12-25 19:00:00,0.3454,0.0,0.0,7.99,0.84,0.96,6.28
2012-12-25 20:00:00,0.0559,0.0,0.0,9.09,0.75,0.99,6.56
2012-12-25 21:00:00,0.2489,0.0,0.0,10.13,0.77,0.77,10.13
2012-12-25 22:00:00,0.4394,0.0,0.0,10.22,0.79,1.0,10.22
2012-12-25 23:00:00,0.5258,0.0,0.0,10.98,0.71,0.9,10.98
2012-12-26 00:00:00,0.4547,0.0,0.0,10.8,0.73,1.0,10.8
2012-12-26 01:00:00,2.7026,0.0,0.0,10.36,0.81,1.0,10.36
2012-12-26 02:00:00,1.6281,0.0,0.0,10.58,0.8,0.9,10.58
2012-12-26 03:00:00,0.6223,0.0,0.0,9.96,0.87,0.9,6.88
2012-12-26 04:00:00,0.8865,0.0,0.0,9.91,0.86,0.86,7.63
2012-12-26 05:00:00,0.5563,0.0,0.0,10.76,0.88,0.86,10.76
2012-12-26 06:00:00,1.0592,0.0,0.0,10.71,0.88,0.91,10.71
2012-12-26 07:00:00,0.7112,0.0,0.0,10.33,0.87,0.85,10.33
2012-12-26 08:00:00,0.3302,0.0,0.0,10.31,0.86,0.73,10.31
2012-12-26 09:00:00,0.2692,0.0,0.0,10.12,0.85,0.76,10.12
2012-12-26 10:00:00,0.1702,0.0,0.0,9.57,0.88,0.58,8.1
2012-12-26 11:00:00,0.1372,0.0,0.0,9.36,0.87,0.58,8.18
2012-12-26 12:00:00,0.1194,0.0,0.0,9.33,0.86,0.58,7.92
2012-12-26 13:00:00,0.0686,0.0,0.0,9.12,0.84,0.52,7.54
2012-12-26 14:00:00,0.5486,0.0,0.0,9.09,0.89,0.93,7.82
2012-12-26 15:00:00,0.7391,0.0,0.0,8.85,0.91,0.84,7.86
2012-12-26 16:00:00,0.0457,0.0,0.0,8.66,0.94,0.82,8.66
2012-12-26 17:00:00,0.7823,0.0,0.0,9.52,0.89,0.82,9.52
2012-12-26 18:00:00,0.7442,0.0,0.0,10.01,0.87,0.84,10.01
2012-12-26 19:00:00,0.541,0.0,0.0,10.19,0.89,0.89,10.19
2012-12-26 20:00:00,0.287,0.0,0.0,11.15,0.85,0.64,11.15
2012-12-26 21:00:00,0.6274,0.0,0.0,11.71,0.82,0.75,11.71
2012-12-26 22:00:00,0.061,0.0,0.0,11.92,0.75,0.78,11.92
2012-12-26 23:00:00,0.0,0.0,0.0,11.49,0.72,0.7,11.49
2012-12-27 00:00:00,0.0,0.0,0.0,11.53,0.72,0.51,11.53
2012-12-27 01:00:00,0.0,0.0,0.0,11.18,0.73,0.45,11.18
2012-12-27 02:00:00,0.0,0.0,0.0,10.55,0.77,0.35,10.55
2012-12-27 03:00:00,0.0,0.0,0.0,10.13,0.79,0.31,10.13
2012-12-27 04:00:00,0.0,0.0,0.0,9.96,0.8,0.34,7.64
2012-12-27 05:00:00,0.0,0.0,0.0,9.78,0.8,0.29,7.97
2012-12-27 06:00:00,0.0,0.0,0.0,9.5,0.77,0.16,7.64
2012-12-27 07:00:00,0.0,0.0,0.0,9.16,0.77,0.15,7.28
2012-12-27 08:00:00,0.0,0.0,0.0,8.96,0.78,0.12,7.09
2012-12-27 09:00:00,0.0,0.0,0.0,8.68,0.77,0.08,6.77
2012-12-27 10:00:00,0.0,0.0,0.0,8.28,0.79,0.36,6.68
2012-12-27 11:00:00,0.0,0.0,0.0,8.19,0.79,0.45,6.92
2012-12-27 12:00:00,0.0,0.0,0.0,7.92,0.8,0.5,6.52
2012-12-27 13:00:00,0.0,0.0,0.0,7.83,0.81,0.62,6.53
2012-12-27 14:00:00,0.0,0.0,0.0,7.83,0.82,0.21,7.29
2012-12-27 15:00:00,0.0,0.0,0.0,7.38,0.86,0.43,5.99
2012-12-27 16:00:00,0.0,0.0,0.0,6.68,0.88,0.21,6.01
2012-12-27 17:00:00,0.0,0.0,0.0,9.14,0.78,0.2,7.74
2012-12-27 18:00:00,0.0,0.0,0.0,9.96,0.73,0.2,9.18
2012-12-27 19:00:00,0.0,0.0,0.0,10.43,0.64,0.22,10.43
2012-12-27 20:00:00,0.0,0.0,0.0,10.94,0.6,0.2,10.94
2012-12-27 21:00:00,0.0,0.0,0.0,11.32,0.61,0.23,11.32
2012-12-27 22:00:00,0.0,0.0,0.0,12.02,0.58,0.24,12.02
2012-12-27 23:00:00,0.0,0.0,0.0,12.27,0.58,0.21,12.27
2012-12-28 00:00:00,0.0,0.0,0.0,12.21,0.56,0.2,12.21
2012-12-28 01:00:00,0.0,0.0,0.0,11.18,0.63,0.21,11.18
2012-12-28 02:00:00,0.0,0.0,0.0,9.86,0.7,0.2,9.01
2012-12-28 03:00:00,0.0,0.0,0.0,8.49,0.78,0.05,7.57
2012-12-28 04:00:00,0.0,0.0,0.0,7.44,0.82,0.04,7.44
2012-12-28 05:00:00,0.0,0.0,0.0,6.81,0.83,0.03,6.81
2012-12-28 06:00:00,0.0,0.0,0.0,6.53,0.84,0.05,6.53
2012-12-28 07:00:00,0.0,0.0,0.0,5.89,0.87,0.12,5.89
2012-12-28 08:00:00,0.0,0.0,0.0,5.76,0.87,0.15,5.76
2012-12-28 09:00:00,0.0,0.0,0.0,5.78,0.87,0.15,4.89
2012-12-28 10:00:00,0.0,0.0,0.0,5.59,0.85,0.15,5.59
2012-12-28 11:00:00,0.0,0.0,0.0,5.29,0.88,0.15,5.29
2012-12-28 12:00:00,0.0,0.0,0.0,5.08,0.87,0.15,5.08
2012-12-28 13:00:00,0.0,0.0,0.0,4.78,0.88,0.15,4.78
2012-12-28 14:00:00,0.0,0.0,0.0,4.33,0.89,0.1,4.33
2012-12-28 15:00:00,0.0,0.0,0.0,4.18,0.89,0.22,4.18
2012-12-28 16:00:00,0.0,0.0,0.0,4.37,0.92,0.52,4.37
2012-12-28 17:00:00,0.0,0.0,0.0,4.89,0.9,0.75,4.89
2012-12-28 18:00:00,0.0,0.0,0.0,6.33,0.83,0.85,5.38
2012-12-28 19:00:00,0.0,0.0,0.0,7.29,0.8,0.95,6.6
2012-12-28 20:00:00,0.0,0.0,0.0,8.08,0.75,1.0,8.08
2012-12-28 21:00:00,0.0,0.0,0.0,8.88,0.72,0.99,8.46
2012-12-28 22:00:00,0.0,0.0,0.0,9.62,0.68,1.0,9.13
2012-12-28 23:00:00,0.0,0.0,0.0,10.02,0.66,0.99,10.02
2012-12-29 00:00:00,0.0,0.0,0.0,10.32,0.66,0.85,10.32
2012-12-29 01:00:00,0.0,0.0,0.0,9.36,0.71,0.81,8.38
2012-12-29 02:00:00,0.0,0.0,0.0,9.12,0.67,0.81,8.07
2012-12-29 03:00:00,0.0,0.0,0.0,8.48,0.76,0.87,7.38
2012-12-29 04:00:00,0.0,0.0,0.0,8.75,0.76,0.78,7.66
2012-12-29 05:00:00,0.0254,0.0,0.0,8.63,0.77,0.67,7.69
2012-12-29 06:00:00,0.193,0.0,0.0,8.24,0.8,0.93,7.08
2012-12-29 07:00:00,0.3886,0.0,0.0,8.04,0.86,1.0,7.29
2012-12-29 08:00:00,0.4445,0.0,0.0,7.73,0.88,1.0,7.18
2012-12-29 09:00:00,0.9652,0.0,0.0,7.41,0.9,1.0,6.24
